"Name","Pos","Year","Tackles","TFL","Sacks","Int","PBU","FF","FR","College","teamTacklePerc","Height","Weight"
"Jamal Palmer","DE","SR",48.5,14.5,5.5,0,1,4,0,"baylor",6.2,75,250
"Xavien Howard","CB","JR",39.5,1,0,5,10,0,1,"baylor",5,74,200
"Taion Sells","S","JR",39,3.5,0,1,3,0,0,"baylor",5,70,185
"Shawn Oakman","DE","SR",37.5,14.5,4.5,0,0,2,0,"baylor",4.8,81,275
"Andrew Billings","DT","JR",35,14,5.5,0,0,1,0,"baylor",4.5,74,310
"Ryan Reid","CB","JR",24.5,1,0,3,8,0,0,"baylor",3.1,71,190
"Beau Blackshear","DL","SR",20,4,0,0,0,1,0,"baylor",2.5,76,300
"Raaquan Davis","LB","SO",19.5,1.5,0,0,0,0,0,"baylor",2.5,74,225
"K.J. Smith","DE","SO",19,5,0,0,1,0,0,"baylor",2.4,74,260
"Patrick Levels","DB","JR",16,2,1,0,2,1,0,"baylor",2,71,195
"Terrell Burt","S","SR",15.5,1,0,1,1,0,0,"baylor",2,70,185
"Davion Hall","WR","SO",11.5,0,0,0,0,0,0,"baylor",1.5,74,205
"Brian Nance","DE","SO",7.5,3,2,0,1,2,0,"baylor",1,75,245
"Lee Bristow","TE","SR",6,0,0,0,0,0,0,"baylor",0.8,75,255
"Kendall Ehrlich","LB","JR",6,0,0,0,0,0,0,"baylor",0.8,73,225
"Alfred Pullom","S","SO",6,0,0,0,0,0,0,"baylor",0.8,74,195
"Kaleb Moore","WR","JR",5.5,0,0,0,0,0,0,"baylor",0.7,72,205
"Terrence Singleton","CB","JR",5,0,0,0,0,0,0,"baylor",0.6,71,200
"Byron Bonds","DT","JR",4.5,0.5,0,0,0,0,0,"baylor",0.6,74,290
"Brooks Ellis","LB","JR",73.5,8,1.5,1,3,0,1,"arkansas",11,74,242
"Dre Greenlaw","LB","FR",70.5,3.5,1,0,1,2,0,"arkansas",10.5,72,222
"Rohan Gaines","DB","SR",55.5,1.5,0,1,1,0,0,"arkansas",8.3,71,195
"Henre’ Toliver","DB","SO",49,4,0,1,8,0,0,"arkansas",7.3,73,186
"Josh Liddell","DB","SO",40,1.5,0,2,3,1,0,"arkansas",6,73,210
"Jeremiah Ledbetter","DL","JR",39.5,7.5,2,0,1,0,0,"arkansas",5.9,75,280
"Jared Collins","DB","JR",36.5,0.5,0,1,9,1,0,"arkansas",5.5,71,172
"Kevin Richardson II","DB","SO",33,0,0,1,3,0,0,"arkansas",4.9,72,175
"Santos Ramirez","DB","FR",28.5,0,0,1,3,0,0,"arkansas",4.3,74,202
"DJ Dean","DB","JR",28,1.5,0.5,2,3,0,0,"arkansas",4.2,71,202
"Deatrich Wise Jr.","DL","JR",24,10.5,8,0,3,3,0,"arkansas",3.6,77,272
"DeMarcus Hodge","DL","SR",21.5,8,1,0,0,0,0,"arkansas",3.2,73,340
"Tevin Beanum","DL","SO",20.5,7,2,0,1,0,0,"arkansas",3.1,76,280
"Taiwan Johnson","DL","JR",20,5,1.5,0,2,0,1,"arkansas",3,74,290
"JaMichael Winston","DL","JR",15,1,0,0,0,0,0,"arkansas",2.2,76,262
"Josh Williams","LB","JR",10.5,1.5,0,0,0,0,0,"arkansas",1.6,73,237
"Karl Roesler","DL","SO",9.5,3,1,0,0,0,0,"arkansas",1.4,73,255
"Mitchell Loewen","DL","SR",9,1.5,1.5,0,0,0,0,"arkansas",1.3,77,275
"Dwayne Eugene","LB","SO",8.5,0,0,0,0,0,0,"arkansas",1.3,73,235
"Ryan Pulley","DB","FR",8,0,0,1,2,0,0,"arkansas",1.2,71,210
"De’Andre Coley","DB","SO",7.5,0,0,0,0,0,0,"arkansas",1.1,73,202
"Josh Harris","LB","FR",7,1,0,0,0,1,0,"arkansas",1,70,220
"Khalia Hackett","LB","SO",7,0,0,0,0,0,0,"arkansas",1,74,230
"Willie Sykes","DB","FR",6.5,0,0,0,0,0,0,"arkansas",1,72,180
"Bijhon Jackson","DL","SO",5,1.5,0,0,0,0,0,"arkansas",0.7,74,325
"Richie Brown","LB","JR",80,13,6.5,1,2,0,0,"mississippi-state",10.2,74,245
"Beniquez Brown","LB","JR",73.5,11,4,1,2,0,0,"mississippi-state",9.4,73,238
"Kivon Coman","DB","JR",57.5,4,0.5,1,7,0,0,"mississippi-state",7.3,75,196
"Brandon Bryant","DB","FR",54.5,2,1.5,3,3,1,0,"mississippi-state",6.9,71,205
"J.T. Gray","LB","SO",46,3.5,1.5,0,0,0,0,"mississippi-state",5.9,72,196
"A.J. Jefferson","DL","JR",37,13.5,5,0,3,1,0,"mississippi-state",4.7,75,277
"Tolando Cleveland","DB","JR",34.5,4.5,1,0,3,1,0,"mississippi-state",4.4,72,190
"Gerri Green","LB","FR",34.5,2.5,0,2,1,0,0,"mississippi-state",4.4,76,243
"Zach Jackson","LB","SR",32,4,1,0,2,0,0,"mississippi-state",4.1,74,212
"Taveze Calhoun","DB","SR",31.5,6.5,0,2,8,0,0,"mississippi-state",4,73,180
"Chris Jones","DL","JR",30,7.5,2.5,0,4,0,0,"mississippi-state",3.8,78,308
"Deontay Evans","DB","JR",26.5,0,0,0,2,0,0,"mississippi-state",3.4,70,204
"Ryan Brown","DL","SR",26,8,2.5,0,5,0,0,"mississippi-state",3.3,78,266
"Will Redmond","DB","SR",21.5,0,0,2,1,0,0,"mississippi-state",2.7,72,186
"Johnathan Calvin","DL","JR",19.5,5.5,1.5,0,0,0,0,"mississippi-state",2.5,75,263
"Jamoral Graham","DB","SO",19.5,1,0,0,0,0,0,"mississippi-state",2.5,70,173
"Jamal Peters","DB","FR",18.5,1.5,1,0,2,0,0,"mississippi-state",2.4,74,206
"Kendrick Market","DB","SR",18,0,0,0,0,0,0,"mississippi-state",2.3,70,196
"Nick James","DL","JR",17.5,3,0,0,0,1,0,"mississippi-state",2.2,77,325
"Nelson Adams","DL","JR",15.5,1,0,0,1,0,0,"mississippi-state",2,75,310
"Mark McLaurin","DB","FR",15,0,0,0,3,0,0,"mississippi-state",1.9,74,210
"Cedric Jiles","DB","JR",11.5,0,0,0,4,0,0,"mississippi-state",1.5,70,182
"Will Coleman","DL","JR",11,2.5,0,0,1,0,0,"mississippi-state",1.4,77,250
"DeAndre Ward","LB","JR",11,1,0.5,0,0,0,0,"mississippi-state",1.4,73,217
"Torrey Dale","DL","JR",7.5,0.5,0,0,1,0,0,"mississippi-state",1,78,252
"Su'a Cravens","OLB","JR",66,15,5.5,2,6,2,0,"usc",8.1,73,225
"Cameron Smith","ILB","FR",63,1,1,3,3,0,0,"usc",7.7,74,245
"Chris Hawkins","S","SO",55,1.5,0,2,0,0,1,"usc",6.8,71,190
"Iman Marshall","CB","FR",53,0,0,3,9,0,0,"usc",6.5,74,200
"Anthony Sarao","ILB","SR",45.5,5,3,0,0,0,0,"usc",5.6,72,235
"Delvon Simmons","DT","SR",44.5,10.5,4,0,2,2,0,"usc",5.5,77,295
"Greg Townsend Jr.","DE","SR",32,7,2,0,0,0,0,"usc",3.9,75,275
"Olajuwon Tucker","ILB","SO",32,3.5,2.5,0,0,0,0,"usc",3.9,75,235
"Adoree' Jackson","CB","SO",29,0,0,1,8,1,0,"usc",3.6,71,185
"Antwaun Woods","DT","SR",28.5,7,3,0,0,0,0,"usc",3.5,73,320
"John Plattenburg","S","SO",28.5,3.5,1,2,0,0,0,"usc",3.5,71,185
"Marvell Tell III","S","FR",27.5,1,0,0,4,0,0,"usc",3.4,74,190
"Lamar Dawson","ILB","SR",23,1,0.5,0,2,1,0,"usc",2.8,73,230
"Uchenna Nwosu","OLB","SO",22.5,1.5,0,0,1,0,0,"usc",2.8,75,210
"Scott Felix","OLB","JR",21.5,5.5,4,0,0,0,1,"usc",2.6,74,240
"Osa Masina","ILB","FR",21,1.5,0,0,0,0,1,"usc",2.6,76,245
"Kevon Seymour","CB","SR",21,1,0,1,0,0,0,"usc",2.6,72,185
"Porter Gustin","OLB","FR",19.5,6.5,5.5,0,0,0,0,"usc",2.4,77,250
"Claude Pelon","DE","SR",19,2.5,1.5,0,0,1,0,"usc",2.3,76,300
"Noah Jefferson","DT","FR",17.5,0,0,0,0,0,0,"usc",2.1,78,330
"Jonathan Lockett","CB","SO",17.5,0,0,0,0,0,0,"usc",2.1,71,180
"Leon McQuay III","S","JR",14,1.5,0,0,3,1,0,"usc",1.7,73,190
"Rasheem Green","DT","FR",12.5,1,0.5,0,0,0,1,"usc",1.5,77,285
"Matt Lopes","S","SO",11,1.5,0,0,0,0,0,"usc",1.4,71,185
"Soma Vainuku","FB","SR",10,0,0,0,0,0,0,"usc",1.2,72,255
"Keanu Neal","DB","JR",73.5,3.5,2,1,1,1,0,"florida",10.2,73,216
"Antonio Morrison","LB","SR",72.5,12,2.5,0,1,1,0,"florida",10,73,229
"Jarrad Davis","LB","JR",72,11,3.5,1,4,1,0,"florida",10,74,230
"Marcus Maye","DB","JR",64,1.5,0,2,6,5,0,"florida",8.9,72,207
"Jonathan Bullard","DL","SR",52.5,17.5,6.5,0,2,0,0,"florida",7.3,75,283
"Brian Poole","DB","SR",32,3.5,0.5,0,10,0,0,"florida",4.4,70,211
"Bryan Cox, Jr.","DL","JR",31.5,10.5,3.5,0,1,2,1,"florida",4.4,75,268
"Jalen Tabor","DB","SO",30.5,4,1,4,14,0,0,"florida",4.2,72,191
"Vernon Hargreaves, III","DB","JR",28,1,0,4,4,1,0,"florida",3.9,71,199
"Cece Jefferson","DL","FR",23.5,8.5,3.5,0,1,1,1,"florida",3.3,73,275
"Quincy Wilson","DB","SO",21,0,0,2,5,0,0,"florida",2.9,73,209
"Joey Ivie","DL","JR",20,4,3.5,0,0,1,0,"florida",2.8,75,295
"Alex McCalister","DL","JR",19.5,9.5,6.5,0,1,1,2,"florida",2.7,78,239
"Jordan Sherit","DL","SO",19.5,1.5,1.5,0,1,0,0,"florida",2.7,76,250
"Nick Washington","DB","SO",19.5,0.5,0,0,0,1,0,"florida",2.7,72,195
"Daniel McMillian","LB","JR",19,0,0,0,2,1,0,"florida",2.6,73,219
"Caleb Brantley","DL","SO",18.5,6.5,3,0,0,0,0,"florida",2.6,74,314
"Marcell Harris","DB","SO",16.5,0,0,0,0,0,0,"florida",2.3,73,211
"Khairi Clark","DL","FR",10,1,1,0,1,0,0,"florida",1.4,74,321
"Matt Rolin","LB","SO",9.5,0.5,0,0,0,0,0,"florida",1.3,75,216
"Valdez Showers","WR","SR",9.5,0,0,0,0,0,0,"florida",1.3,72,193
"Justus Reed","DL","FR",8,2,1,0,0,0,0,"florida",1.1,75,240
"Jeremi Powell","LB","JR",8,1,0,0,0,0,0,"florida",1.1,72,224
"Duke Dawson","DB","SO",7.5,0,0,0,0,1,0,"florida",1,70,204
"Chris Thompson","WR","JR",7,0,0,0,0,0,0,"florida",1,72,171
"Austin Valdez","LB","SO",101,11,1,2,5,0,0,"bowling-green",11.7,72,225
"Trenton Greene","LB","SR",96,7.5,1,0,2,0,0,"bowling-green",11.1,69,213
"James Sanford","LB","JR",70.5,5.5,3,1,8,2,0,"bowling-green",8.2,73,196
"Eilar Hardy","DB","SR",65.5,2,0,2,2,0,0,"bowling-green",7.6,72,188
"Dernard Turner","DB","SR",56,5.5,0,4,4,0,0,"bowling-green",6.5,72,191
"Clint Stephens","DB","SO",53,0.5,0,2,7,1,0,"bowling-green",6.2,70,182
"Terrance Bush","DL","JR",50.5,8,6,0,0,0,0,"bowling-green",5.9,74,252
"Alfonso Mack","DB","JR",49,3.5,0,6,3,0,0,"bowling-green",5.7,71,178
"Taylor Royster","DL","SR",46,11,6,0,0,1,0,"bowling-green",5.3,70,260
"Nilijah Ballew","DB","SO",29,4.5,1,0,2,0,0,"bowling-green",3.4,72,210
"Nate Locke","LB","SO",24.5,3,0,0,0,1,0,"bowling-green",2.8,72,226
"Zach Colvin","DL","SR",23.5,9.5,4,0,1,0,0,"bowling-green",2.7,75,293
"Ben Hale","DB","SO",22,1.5,0,0,0,0,0,"bowling-green",2.6,74,197
"Shannon Smith","DL","SO",19,6,3,0,0,0,0,"bowling-green",2.2,72,281
"Izaah Lunsford","DL","JR",17,3.5,2.5,0,1,0,0,"bowling-green",2,75,294
"Brandon Harris","ATH","FR",16,2,0,1,0,1,0,"bowling-green",1.9,75,204
"Jamari Bozeman","DB","FR",16,1,0,1,1,0,0,"bowling-green",1.9,74,192
"Mike Minns","DL","JR",13,0.5,0,0,0,0,0,"bowling-green",1.5,70,327
"Darrell Hunter II","DB","SR",10.5,0,0,0,1,0,0,"bowling-green",1.2,69,178
"Trevor Roop","WR","SO",8.5,0,0,0,0,0,0,"bowling-green",1,70,199
"Bryan Baird","DL","SR",8,1.5,0,0,1,0,0,"bowling-green",0.9,76,243
"Malik Brown","DL","SO",7.5,2.5,0.5,0,0,0,0,"bowling-green",0.9,76,266
"Zac Bartman","LB","JR",6.5,1,1,0,0,0,0,"bowling-green",0.8,71,214
"Isaiah Gourdine","DB","JR",6.5,0,0,0,0,0,0,"bowling-green",0.8,74,196
"David Konowalski","DL","FR",5,1,0,0,0,0,0,"bowling-green",0.6,75,219
"Lorentez Barbour","S","SR",63,0.5,0,3,3,2,0,"navy",9,73,194
"Quincy Adams","CB","SR",59,3.5,0,0,7,1,0,"navy",8.5,71,200
"Micah Thomas","LB","SO",56.5,4.5,2.5,0,2,0,0,"navy",8.1,73,249
"Daniel Gonzales","LB","JR",52.5,4,0,1,1,1,0,"navy",7.5,74,240
"Will Anthony","DE","SR",49,11.5,7.5,0,2,3,0,"navy",7,73,254
"Brendon Clements","CB","JR",47.5,5,0,4,6,1,0,"navy",6.8,71,188
"Daiquan Thomasson","S","JR",37,0,0,2,4,1,0,"navy",5.3,72,195
"Amos Mason","DE","JR",35.5,5,2,0,4,1,0,"navy",5.1,73,250
"D.J. Palmore","OLB","SO",28.5,5,2,0,1,0,0,"navy",4.1,75,227
"Bernard Sarra","NG","SR",28,3,0.5,0,0,0,0,"navy",4,73,297
"Josiah Powell","OLB","JR",23.5,4,1,0,3,0,0,"navy",3.4,75,215
"Ted Colburn","OLB","JR",20.5,2,1,0,2,1,0,"navy",2.9,75,223
"Tyler Goble","LB","SR",19.5,0,0,1,0,0,0,"navy",2.8,74,222
"Mike Kelly","OLB","JR",18,0.5,0,0,0,0,0,"navy",2.6,73,220
"Kwazel Bertrand","S","SR",15,0,0,0,1,0,0,"navy",2.1,72,192
"Kevin McCoy","OLB","SO",13.5,3.5,2.5,0,0,3,1,"navy",1.9,76,205
"Brandon Jones","OLB","SO",13,2,0.5,0,0,0,0,"navy",1.9,76,205
"Ryan Harris","LB","JR",13,0,0,0,0,0,0,"navy",1.9,71,213
"Elijah Merchant","CB","SO",12,0,0,0,1,0,0,"navy",1.7,70,196
"Sean Williams","CB","FR",11,0,0,0,1,0,0,"navy",1.6,73,190
"Myer Krah","OLB","SR",8,0,0,0,0,1,0,"navy",1.1,71,206
"David Gordeuk","DE","SR",8,0,0,0,0,0,0,"navy",1.1,76,247
"Patrick Forrestal","NG","JR",7,0.5,0,0,0,0,0,"navy",1,76,296
"Justin Norton","S","SO",6,0,0,0,0,1,0,"navy",0.9,74,185
"Jarvis Polu","DE","FR",5,1,1,0,1,0,0,"navy",0.7,75,270
"Chase Murdock","LB","SR",69.5,8,0,0,3,2,0,"toledo",9.9,72,225
"Cheatham Norrils","CB","SR",55.5,3.5,0,3,13,0,0,"toledo",7.9,72,195
"DeJuan Rogers","DB","JR",54.5,1,0,1,11,3,1,"toledo",7.8,73,191
"Trent Voss","DE","SR",50.5,9.5,1,0,5,2,0,"toledo",7.2,75,235
"Rolan Milligan","S","SR",41,4,0,2,3,3,0,"toledo",5.9,71,198
"Chaz Whittaker","S","SR",38,0,0,2,3,1,0,"toledo",5.4,74,212
"Ja'Wuan Woodley","LB","SO",36.5,6.5,2,1,0,2,0,"toledo",5.2,71,230
"Allen Covington","DE","SR",35.5,12,4.5,0,2,1,0,"toledo",5.1,74,275
"Jaylen Coleman","LB","JR",34.5,2.5,0,1,1,1,0,"toledo",4.9,72,235
"Orion Jones","DT","SR",32.5,12,6,0,0,0,1,"toledo",4.6,74,285
"Treyvon Hester","DT","JR",25.5,6.5,2.5,0,1,1,0,"toledo",3.6,76,305
"Christian Dukes","CB","SR",24.5,0,0,0,4,0,0,"toledo",3.5,69,185
"Connery Swift","DB","JR",22,0.5,0,0,3,0,0,"toledo",3.1,71,195
"Trevon Mathis","CB","SO",19.5,1,0,1,8,0,0,"toledo",2.8,72,175
"Delando Johnson","DB","JR",18.5,0,0,0,2,0,0,"toledo",2.6,74,200
"John Stepec","DE","JR",18,5.5,3,0,1,0,0,"toledo",2.6,75,260
"Juwan Haynes","CB","SR",15.5,0,0,1,2,0,0,"toledo",2.2,72,190
"Keenen Gibbs","DE","SR",14.5,3.5,3,0,1,1,0,"toledo",2.1,75,265
"Jack Linch","LB","SO",14.5,0,0,0,0,0,0,"toledo",2.1,72,218
"Josh Teachey","CB","FR",13,2.5,1,0,7,0,0,"toledo",1.9,71,172
"Richard Olekanma","LB","FR",9,0,0,0,0,0,0,"toledo",1.3,74,240
"Tyler Taafe","LB","FR",7.5,0,0,0,0,0,0,"toledo",1.1,73,221
"Marcus Whitfield","WR","FR",6,0,0,0,0,0,0,"toledo",0.9,71,178
"Zach Quinn","LB","SO",5.5,0.5,0,0,0,0,0,"toledo",0.8,75,225
"Tre James","DE","SR",4.5,3,3,0,0,1,0,"toledo",0.6,73,250
"Jalen Reeves-Maybin","LB","JR",85.5,14,6,0,4,2,0,"tennessee",12.8,72,225
"Brian Randolph","DB","SR",61,1,0,2,3,1,0,"tennessee",9.1,72,200
"Derek Barnett","DE","SO",56.5,12.5,10,0,1,1,0,"tennessee",8.4,75,257
"Darrin Kirkland Jr.","LB","FR",54.5,6.5,3,1,1,0,0,"tennessee",8.1,73,224
"Todd Kelly Jr.","DB","SO",38.5,0,0,3,2,0,0,"tennessee",5.8,71,208
"Corey Vereen","DL","JR",33,9.5,3.5,0,1,0,0,"tennessee",4.9,74,249
"Owen Williams","DL","SR",27.5,6.5,1,0,1,0,0,"tennessee",4.1,72,297
"Cameron Sutton","DB","JR",27.5,3,0,1,6,2,0,"tennessee",4.1,71,186
"LaDarrell McNeil","DB","SR",26.5,0,0,2,2,0,0,"tennessee",4,73,209
"Emmanuel Moseley","DB","SO",24.5,2,0,1,10,0,0,"tennessee",3.7,71,179
"Malik Foreman","DB","JR",23.5,4,0,1,9,1,0,"tennessee",3.5,70,178
"LaTroy Lewis","DL","JR",22.5,2,1,0,1,1,0,"tennessee",3.4,76,256
"Kahlil McKenzie","DL","FR",18,1,1,0,1,1,0,"tennessee",2.7,75,344
"Justin Martin","DB","SO",17,0,0,0,5,0,0,"tennessee",2.5,73,183
"Evan Berry","DB","SO",16.5,0,0,1,0,0,0,"tennessee",2.5,71,207
"Kendal Vickers","DL","SO",14.5,1.5,0.5,0,0,0,0,"tennessee",2.2,75,286
"Danny O'Brien","DL","JR",13,3,2,0,1,0,0,"tennessee",1.9,74,301
"Cortez McDowell","LB","SO",10,0,0,0,0,0,0,"tennessee",1.5,72,240
"Chris Weatherd","DL","SR",9,1,1,0,0,0,0,"tennessee",1.3,74,226
"Kenny Bynum","LB","JR",8.5,0,0,0,0,0,0,"tennessee",1.3,73,227
"Colton Jumper","LB","SO",8,1,0,0,0,0,0,"tennessee",1.2,74,224
"Micah Abernathy","DB","FR",8,0,0,0,2,0,0,"tennessee",1.2,72,193
"Shy Tuttle","DL","FR",6.5,0,0,0,0,0,0,"tennessee",1,74,311
"Kyle Phillips","DL","FR",6,1.5,1,0,0,0,0,"tennessee",0.9,76,259
"Dimarya Mixon","DL","SO",6,1,0,0,2,0,0,"tennessee",0.9,76,259
"Jayon Brown","LB","JR",75,2,0.5,0,6,0,0,"ucla",9.5,72,220
"Kenny Clark","DL","JR",61,11,6,0,5,0,0,"ucla",7.7,75,310
"Jaleel Wadood","DB","SO",60.5,4,0,2,4,0,0,"ucla",7.6,70,175
"Randall Goforth","DB","JR",55,0,0,2,6,0,0,"ucla",6.9,70,190
"Kenny Young","LB","SO",54.5,5,0.5,1,0,2,0,"ucla",6.9,73,235
"Isaako Savaiinaea","LB","JR",52,2,1.5,1,2,0,0,"ucla",6.6,74,250
"Aaron Wallace","LB","SR",48.5,12.5,7,0,1,0,0,"ucla",6.1,75,240
"Marcus Rios","DB","JR",39.5,0.5,0,0,7,0,0,"ucla",5,72,185
"Eli Ankou","DL","JR",35.5,5,1.5,0,3,0,0,"ucla",4.5,75,305
"Takkarist McKinley","DL","JR",31.5,7.5,4.5,0,4,2,0,"ucla",4,74,250
"Matt Dickerson","DL","SO",30,4,1,0,4,0,0,"ucla",3.8,76,275
"Tahaan Goodman","DB","JR",29,1,0.5,0,2,0,0,"ucla",3.7,74,195
"Ishmael Adams","DB","JR",27.5,2,0,2,4,0,0,"ucla",3.5,68,180
"Jacob Tuioti-Mariner","DL","SO",26,3.5,2,0,2,0,0,"ucla",3.3,74,275
"Nate Meadors","DB","FR",20,0,0,1,2,0,0,"ucla",2.5,72,190
"Adarius Pickett","DB","FR",19.5,0,0,1,1,1,0,"ucla",2.5,71,190
"John Johnson","DB","SO",19,0,0,1,4,0,0,"ucla",2.4,69,180
"Kene Orjioke","LB","JR",16,2.5,0.5,0,3,1,0,"ucla",2,76,240
"Deon Hollins","LB","JR",13.5,4.5,2.5,0,3,0,0,"ucla",1.7,72,230
"Myles Jack","LB","JR",12,0,0,1,1,0,0,"ucla",1.5,73,245
"Denzel Fisher","DB","FR",12,0,0,0,2,0,0,"ucla",1.5,73,185
"Octavius Spencer","DB","FR",9,0,0,0,0,0,0,"ucla",1.1,71,170
"Cameron Judge","LB","JR",7.5,1,0,0,0,0,0,"ucla",0.9,73,230
"Eddie Vanderdoes","DL","JR",7,2,0,0,0,0,0,"ucla",0.9,75,305
"Fabian Moreau","DB","SR",6.5,0,0,0,1,0,0,"ucla",0.8,72,200
"Nick Kwiatkoski","LB","SR",74.5,10,3,3,7,1,0,"west-virginia",9.7,74,235
"Shaq Petteway","LB","SR",57,11.5,3.5,0,3,0,0,"west-virginia",7.4,72,230
"Jared Barber","LB","SR",55.5,11,2.5,0,1,0,1,"west-virginia",7.2,72,232
"Dravon Askew-Henry","S","SO",53,1,0,1,4,0,0,"west-virginia",6.9,71,198
"KJ Dillon","S","SR",49,6.5,0,2,8,0,0,"west-virginia",6.4,73,203
"Daryl Worley","CB","JR",47.5,2,0,6,12,2,0,"west-virginia",6.2,74,198
"Kyle Rose","DL","SR",42.5,5,4,0,0,0,0,"west-virginia",5.5,76,294
"Noble Nwachukwu","DL","JR",42,13,8.5,0,1,1,0,"west-virginia",5.5,74,271
"Terrell Chestnut","CB","SR",33,1,0,3,11,2,0,"west-virginia",4.3,71,188
"Jarrod Harper","S","JR",32.5,3,0,0,4,0,0,"west-virginia",4.2,73,208
"Christian Brown","DL","JR",28.5,4.5,2,0,0,0,0,"west-virginia",3.7,74,294
"Edward Muldrow III","LB","SR",24.5,3,2,0,0,0,0,"west-virginia",3.2,75,215
"Rick Rumph III","CB","SR",20.5,1,0,0,3,0,0,"west-virginia",2.7,71,188
"Jeremy Tyler","S","JR",19.5,0,0,1,2,1,0,"west-virginia",2.5,71,205
"Al-Rasheed Benton","LB","SO",17.5,4,0,0,0,0,0,"west-virginia",2.3,73,235
"Karl Joseph","S","SR",17.5,2,1,5,1,0,0,"west-virginia",2.3,71,197
"Nana Kyeremeh","CB","JR",17.5,0.5,0,1,1,1,0,"west-virginia",2.3,71,190
"Sean Walters","LB","JR",16.5,1,1,0,0,0,0,"west-virginia",2.1,74,228
"Darrien Howard","DL","JR",14.5,3,1,0,1,0,0,"west-virginia",1.9,73,295
"Xavier Preston","LB","SO",14,3,0,0,0,0,0,"west-virginia",1.8,74,236
"Eric Kinsey","DL","SR",12.5,3,0.5,0,1,0,0,"west-virginia",1.6,75,278
"Marvin Gross Jr.","LB","SO",12.5,0,0,0,0,0,0,"west-virginia",1.6,74,215
"Isaiah Bruce","LB","SR",11,1,0,0,0,0,0,"west-virginia",1.4,73,234
"Justin Arndt","LB","JR",7.5,0,0,0,0,0,0,"west-virginia",1,71,210
"Rasul Douglas","CB","JR",7,0,0,1,1,1,0,"west-virginia",0.9,74,190
"Joe Walker","LB","SR",66.5,6,2,1,1,0,1,"oregon",8.8,74,240
"DeForest Buckner","DL","SR",64,17,10.5,0,5,0,0,"oregon",8.5,79,290
"Rodney Hardrick","LB","SR",62,6,2,1,1,1,0,"oregon",8.3,73,245
"Tyree Robinson","SS","SO",51,1.5,1,3,5,0,0,"oregon",6.8,76,205
"Reggie Daniels","DB","JR",48,2.5,0,0,10,0,0,"oregon",6.4,73,205
"Tyson Coleman","LB","SR",47.5,12,4.5,0,3,3,0,"oregon",6.3,73,235
"Arrion Springs","DB","SO",44,1,1,1,12,2,1,"oregon",5.9,71,205
"Charles Nelson","WR","SO",41,1,0,2,4,0,0,"oregon",5.5,68,170
"Torrodney Prevot","LB","JR",35,7.5,2.5,0,2,1,0,"oregon",4.7,75,220
"Alex Balducci","DL","SR",28,7.5,3.5,0,0,0,0,"oregon",3.7,76,310
"Tui Talia","DL","SR",25.5,6,2,0,0,0,0,"oregon",3.4,77,285
"Ugo Amadi","CB","FR",22.5,2,0,2,3,0,0,"oregon",3,70,185
"Christian French","LB","SR",20.5,5,2,0,0,0,0,"oregon",2.7,77,250
"Henry Mondeaux","DL","SO",19,6.5,4,0,3,0,0,"oregon",2.5,77,290
"Khalil Oliver","DB","FR",19,0.5,0,1,1,0,0,"oregon",2.5,72,200
"Danny Mattingly","LB","SO",18.5,0,0,0,0,1,0,"oregon",2.5,77,245
"Juwaan Williams","SS","SO",17.5,1,0,1,1,1,0,"oregon",2.3,72,190
"Johnny Ragin III","LB","JR",16.5,1,0,0,1,0,0,"oregon",2.2,75,225
"Chris Seisay","CB","SO",16,1,0,1,1,0,0,"oregon",2.1,73,190
"Glen Ihenacho","DB","FR",14.5,0,0,0,0,0,0,"oregon",1.9,71,185
"Jimmie Swain","LB","SO",10.5,0.5,0,0,0,0,0,"oregon",1.4,74,235
"Jalen Jelks","DL","FR",7.5,3,3,0,1,1,0,"oregon",1,78,268
"Kirk Merritt","WR","FR",6,0,0,0,0,0,0,"oregon",0.8,71,205
"Fotu Leiato","DB","FR",5,0,0,0,0,0,0,"oregon",0.7,73,200
"Austin Maloata","DL","SO",4.5,0.5,0,0,0,0,0,"oregon",0.6,73,300
"Travin Howard","S","SO",84,8,1,1,2,3,0,"tcu",11.3,73,190
"Derrick Kindred","S","SR",72,3.5,0,2,3,2,0,"tcu",9.7,70,210
"Denzel Johnson","S","JR",66.5,13.5,2,1,8,0,0,"tcu",8.9,74,205
"Ty Summers","LB","FR",64.5,4,1,1,1,0,0,"tcu",8.6,74,230
"Montrel Wilson","LB","FR",45.5,4,2.5,0,1,1,0,"tcu",6.1,75,208
"Nick Orr","S","SO",43.5,3,1,1,9,1,0,"tcu",5.8,70,166
"Corry O'Meally","CB","SR",36.5,0.5,0.5,0,10,0,0,"tcu",4.9,72,170
"Josh Carraway","DE","JR",36,11.5,9,0,2,1,2,"tcu",4.8,76,250
"Ridwan Issahaku","S","FR",32,2,0,0,4,0,0,"tcu",4.3,73,180
"Aaron Curry","DT","JR",31,4,3,0,0,0,0,"tcu",4.2,74,280
"Terrell Lathan","DE","SR",28,6.5,4,0,5,1,0,"tcu",3.8,77,280
"Davion Pierson","DT","SR",25.5,6.5,2,0,0,0,0,"tcu",3.4,74,305
"Chris Bradley","DT","SO",20.5,4.5,2,0,1,0,0,"tcu",2.7,74,255
"Torrance Mosley","CB","SO",18,0,0,0,3,0,0,"tcu",2.4,70,160
