pid,psr,trg,loc,yds,comp,succ,spk,dfb
687964,MR-2500,JH-1350,SM,0,0,0,0,AB-2730
687966,BB-2425,DR-2250,SR,0,0,0,0,
687971,MR-2500,JJ-4700,SR,5,1,1,0,
687973,MR-2500,RW-2200,SL,14,1,1,0,
687975,MR-2500,DF-1875,SM,0,0,0,0,TA-0600
687976,MR-2500,JH-1350,SR,0,0,0,0,
687981,BB-2425,DR-2250,SM,10,1,0,0,
687984,MR-2500,DF-1875,SL,5,1,0,0,
687985,MR-2500,JH-1350,SM,20,1,1,0,
687988,MR-2500,JH-1350,SL,9,1,1,0,
687990,MR-2500,JH-1350,SR,7,1,0,0,
687991,MR-2500,DF-1875,SR,0,0,0,0,AB-2730
687992,MR-2500,RW-2200,SM,17,1,1,0,
687995,MR-2500,DF-1875,SL,5,1,0,0,
687999,BB-2425,DR-2250,SM,0,0,0,0,NS-0750
688000,BB-2425,ML-0650,SR,30,1,1,0,
688001,BB-2425,JT-2000,SM,7,1,1,0,
688003,BB-2425,AH-3900,DM,0,0,0,0,
688004,BB-2425,AR-1250,DL,0,0,0,0,RA-0650
688012,TY-0100,NW-0100,SM,5,1,0,0,
688015,TY-0100,DH-3950,DL,0,0,0,0,
688016,MH-1600,AJ-0900,SR,10,1,1,0,
688018,MH-1600,TH-1850,SR,6,1,1,0,
688020,MH-1600,TH-1850,SR,10,1,1,0,
688021,MH-1600,TH-1850,DL,0,0,0,0,AH-0250
688023,MH-1600,CF-0650,SM,12,1,1,0,
688024,MH-1600,AJ-0900,SR,0,0,0,0,
688026,MH-1600,PD-0800,SR,0,0,0,0,
688032,TY-0100,NW-0100,SL,7,1,1,0,
688034,MH-1600,FG-0200,SL,15,1,1,0,
688036,MH-1600,DH-2550,SM,6,1,1,0,
688040,MH-1600,,NL,0,0,0,0,
688041,MH-1600,DM-2775,SM,11,1,1,0,
688044,TY-0100,DH-3950,SR,10,1,1,0,
688045,TY-0100,NW-0100,DL,0,0,0,0,
688049,MH-1600,TH-1850,SL,0,0,0,0,
688055,TY-0100,DH-3950,SL,6,1,0,0,
688059,MH-1600,AJ-0900,DL,18,1,1,0,
688061,MH-1600,GW-0650,SM,5,1,0,0,
688062,MH-1600,CF-0650,SL,0,0,0,0,EP-0550
688068,TY-0100,NW-0100,SM,0,0,0,0,JB-6500
688072,MH-1600,DA-0850,SL,0,0,0,0,
688076,TY-0100,DH-3950,SR,18,1,1,0,
688077,TY-0100,CS-1500,DM,0,0,0,0,
688078,TY-0100,RG-1870,SL,22,1,1,0,
688081,BW-0850,RG-1870,SL,8,1,1,0,
688083,BW-0850,JS-7075,SL,15,1,1,0,
688084,BW-0850,DH-3950,SL,7,1,1,0,
688085,BW-0850,NW-0100,SM,6,1,1,0,
688086,BW-0850,,NL,0,0,0,1,
688090,MH-1600,DM-2775,SL,8,1,1,0,
688094,MH-1600,FG-0200,SL,0,0,0,0,
688096,MH-1600,,NL,0,0,0,0,
688098,BW-0850,CF-0375,SR,0,0,0,0,
688100,BW-0850,CF-0375,SR,0,0,0,0,
688105,MH-1600,DM-2775,SM,5,1,0,0,
688108,BW-0850,AH-3875,SM,3,1,0,0,
688112,BW-0850,DH-3950,DL,0,0,0,0,
688114,BW-0850,AH-3875,SR,5,1,0,0,
688119,MH-1600,AJ-0900,SL,4,1,1,0,
688120,MH-1600,PD-0800,SM,1,1,0,0,
688122,BW-0850,DH-3950,SR,8,1,1,0,
688123,BW-0850,DH-3950,DL,0,0,0,0,VD-0200
688124,BW-0850,DH-3950,DL,28,1,1,0,
688126,BW-0850,CF-0375,SL,0,0,0,0,
688127,BW-0850,DH-3950,SL,10,1,0,0,
688133,BW-0850,JS-7075,SR,8,1,1,0,
688136,MH-1600,DA-0850,SL,5,1,1,0,
688137,MH-1600,DM-2775,SL,6,1,1,0,
688138,MH-1600,,NL,0,0,0,0,
688139,MH-1600,AJ-0900,SL,0,0,0,0,
688140,MH-1600,DM-2775,DL,21,1,1,0,
688141,CW-1900,TH-1850,SR,13,1,1,0,
688144,CW-1900,DM-2775,DR,0,0,0,0,AB-2250
688148,BW-0850,DH-3950,SL,7,1,1,0,
688151,BW-0850,NW-0100,SR,0,0,0,0,
688153,MH-1600,CF-0650,SR,0,0,0,0,JC-3350
688154,MH-1600,GW-0650,SR,4,1,0,0,
688160,MH-1600,DM-2775,DR,0,0,0,0,
688165,EM-0200,WT-0600,SR,4,1,1,0,
688168,EM-0200,OB-0075,DM,0,0,0,0,
688170,EM-0200,JC-6025,SM,0,0,0,0,
688173,CN-0500,TG-0900,SR,0,0,0,0,DR-2800
688174,CN-0500,TG-0900,DR,0,0,0,0,
688176,EM-0200,DH-1800,SM,0,0,0,0,
688177,EM-0200,RJ-0800,SL,0,0,0,0,
688178,EM-0200,SV-0200,SL,9,1,0,0,
688181,CN-0500,TG-0900,SR,23,1,1,0,
688183,CN-0500,GO-0100,SL,6,1,1,0,
688188,CN-0500,TG-0900,SL,3,1,1,0,
688193,EM-0200,OB-0075,SR,0,0,0,0,
688194,EM-0200,WT-0600,SR,0,0,0,0,LK-0600
688195,EM-0200,HN-0500,SL,10,1,1,0,
688197,EM-0200,JC-6025,SR,7,1,1,0,
688200,EM-0200,RR-0130,SL,27,1,1,0,
688203,CN-0500,GO-0100,SM,0,0,0,0,
688208,CN-0500,TG-0900,DR,0,0,0,0,CD-0200
688211,EM-0200,WT-0600,SL,9,1,1,0,
688215,EM-0200,JC-6025,SM,0,0,0,0,
688216,EM-0200,SV-0200,SL,3,1,0,0,
688218,CN-0500,JC-5400,SL,16,1,1,0,
688219,CN-0500,DF-2200,DM,0,0,0,0,
688221,CN-0500,GO-0100,SL,0,0,0,0,JC-1800
688224,EM-0200,DH-1800,SR,5,1,1,0,
688225,EM-0200,DH-1800,SL,4,1,1,0,
688228,EM-0200,SV-0200,SR,0,0,0,0,SL-0950
688232,CN-0500,TG-0900,DR,0,0,0,0,
688238,CN-0500,GO-0100,SR,37,1,1,0,
688242,EM-0200,SV-0200,SM,6,1,1,0,
688243,EM-0200,SV-0200,SL,0,0,0,0,
688245,CN-0500,TG-0900,SL,19,1,1,0,
688246,CN-0500,FW-0750,SL,5,1,1,0,
688247,CN-0500,DF-2200,SL,0,0,0,0,
688248,CN-0500,JC-5400,SR,7,1,1,0,
688249,CN-0500,JC-5400,SR,12,1,1,0,
688250,CN-0500,TG-0900,DM,0,0,0,0,DR-2800
688251,CN-0500,GO-0100,SR,3,1,0,0,
688252,CN-0500,JC-5400,SL,12,1,1,0,
688253,CN-0500,DF-2200,SM,14,1,1,0,
688260,CN-0500,JC-5400,SR,0,0,0,0,
688262,EM-0200,RR-0130,SR,2,1,0,0,
688263,EM-0200,OB-0075,DM,0,0,0,0,
688264,EM-0200,RR-0130,SM,0,0,0,0,
688266,CN-0500,DF-2200,SM,16,1,1,0,
688267,CN-0500,CB-3850,SM,15,1,1,0,
688269,CN-0500,TG-0900,DL,0,0,0,0,
688270,CN-0500,TG-0900,SL,14,1,1,0,
688271,CN-0500,GO-0100,SR,14,1,1,0,
688272,CN-0500,CB-3850,DR,20,1,1,0,
688277,EM-0200,RR-0130,SR,-2,1,0,0,
688280,CN-0500,CA-1175,SL,20,1,1,0,
688281,CN-0500,DF-2200,DL,0,0,0,0,PA-0300
688282,CN-0500,CB-3850,SL,16,1,1,0,
688284,CN-0500,DF-2200,SL,0,0,0,0,PA-0300
688285,CN-0500,TG-0900,SL,14,1,1,0,
688288,EM-0200,OB-0075,SL,3,1,1,0,
688291,EM-0200,WT-0600,SL,2,1,0,0,
688292,EM-0200,WT-0600,SL,0,0,0,0,TD-0700
688293,EM-0200,OB-0075,SL,5,1,1,0,
688294,EM-0200,RJ-0800,SL,0,0,0,0,
688298,EM-0200,MW-1475,SM,10,1,1,0,
688299,EM-0200,WT-0600,SM,0,0,0,0,
688300,EM-0200,OB-0075,SR,6,1,1,0,
688301,EM-0200,WT-0600,SR,8,1,1,0,
688306,CN-0500,DF-2200,SM,0,0,0,0,DR-2800
688308,EM-0200,RJ-0800,SR,0,1,0,0,
688309,EM-0200,RR-0130,SM,20,1,1,0,
688314,CN-0500,CA-1175,SM,14,1,1,0,
688317,CN-0500,CB-3850,DR,0,0,0,0,
688320,CN-0500,GO-0100,SR,3,1,0,0,
688321,CN-0500,TG-0900,SM,0,0,0,0,
688323,EM-0200,SV-0200,SL,5,1,1,0,
688324,EM-0200,WT-0600,DL,20,1,1,0,
688325,EM-0200,OB-0075,SR,8,1,1,0,
688326,EM-0200,HN-0500,DL,0,0,0,0,
688330,EM-0200,SV-0200,SR,4,1,0,0,
688331,EM-0200,SV-0200,SM,8,1,1,0,
688334,CN-0500,,NL,0,0,0,0,
688337,CN-0500,JC-5400,SM,0,0,0,0,JP-2900
688339,EM-0200,SV-0200,SL,3,1,0,0,
688341,EM-0200,OB-0075,SM,40,1,1,0,
688342,EM-0200,HN-0500,DL,0,0,0,0,
688343,EM-0200,SV-0200,SR,5,1,0,0,
688344,EM-0200,,NL,0,0,0,0,
688345,EM-0200,OB-0075,SL,14,1,1,0,
688348,CN-0500,FW-0750,SL,9,1,1,0,
688350,CN-0500,GO-0100,SL,16,1,1,0,
688351,CN-0500,TG-0900,SL,12,1,1,0,
688352,CN-0500,TG-0900,SL,0,0,0,0,
688354,CN-0500,,NL,0,0,0,1,
688359,MM-0912,DG-2650,SR,0,0,0,0,
688363,TB-2300,BB-2250,SR,6,1,0,0,
688364,TB-2300,BL-0100,SM,29,1,1,0,
688366,TB-2300,BL-0100,SL,10,1,1,0,
688369,TB-2300,RG-2200,SR,13,1,1,0,
688370,TB-2300,DA-0900,SL,3,1,0,0,
688371,TB-2300,JW-2550,SL,4,1,0,0,
688372,TB-2300,RG-2200,SL,5,1,1,0,
688375,MM-0912,JF-2950,SL,8,1,1,0,
688377,MM-0912,DG-2650,DR,19,1,1,0,
688381,MM-0912,,NL,0,0,0,0,
688383,TB-2300,KM-0450,SL,9,1,1,0,
688385,TB-2300,,NL,0,0,0,0,
688387,TB-2300,RG-2200,SR,0,0,0,0,
688397,MM-0912,AF-0200,SL,5,1,1,0,
688400,MM-0912,DW-0500,DM,0,0,0,0,DH-2950
688405,TB-2300,DA-0900,SR,0,0,0,0,
688406,TB-2300,JW-2550,SL,30,1,1,0,
688410,ZM-0150,AA-1350,SL,2,1,0,0,
688411,ZM-0150,DG-2650,DR,29,1,1,0,
688413,ZM-0150,CS-3900,SR,5,1,1,0,
688414,ZM-0150,AA-1350,SL,2,1,0,0,
688419,TB-2300,JW-2550,SR,12,1,1,0,
688422,TB-2300,JW-2550,SL,0,0,0,0,
688426,ZM-0150,AA-1350,SM,0,0,0,0,
688427,ZM-0150,DW-0500,DL,0,0,0,0,
688430,TB-2300,JW-2550,SL,6,1,1,0,
688431,TB-2300,JW-2550,SR,18,1,1,0,
688432,TB-2300,JW-2550,SR,-2,1,0,0,
688433,TB-2300,JW-2550,SL,3,1,0,0,
688434,TB-2300,KM-0450,SR,0,0,0,0,
688439,TB-2300,RG-2200,SM,0,0,0,0,
688440,TB-2300,BL-0100,SM,0,0,0,0,
688443,ZM-0150,DG-2650,DL,30,1,1,0,
688445,ZM-0150,AA-1350,SL,9,1,1,0,
688448,ZM-0150,DW-0500,SM,7,1,1,0,
688451,TB-2300,RG-2200,SM,0,0,0,0,
688452,TB-2300,RG-2200,DL,0,0,0,0,
688453,TB-2300,RG-2200,SL,10,1,1,0,
688457,TB-2300,BL-0100,DL,18,1,1,0,
688463,ZM-0150,HD-0300,DL,0,0,0,0,
688467,ZM-0150,AF-0200,SR,8,1,1,0,
688468,ZM-0150,AF-0200,SR,8,1,1,0,
688470,ZM-0150,DG-2650,DR,0,0,0,0,JR-2150
688471,ZM-0150,AA-1350,SM,4,1,0,0,
688474,TB-2300,KM-0450,SM,11,1,1,0,
688475,TB-2300,BB-2250,SL,12,1,1,0,
688478,TB-2300,RG-2200,SL,11,1,0,0,
688480,ZM-0150,DG-2650,SR,8,1,1,0,
688482,ZM-0150,HD-0300,SL,10,1,1,0,
688483,ZM-0150,AA-1350,SR,8,1,1,0,
688485,ZM-0150,HD-0300,DR,0,0,0,0,
688489,TB-2300,KM-0450,SL,6,1,0,0,
688491,ZM-0150,DW-0500,SM,57,1,1,0,
688494,TB-2300,BB-2250,SR,0,0,0,0,
688495,TB-2300,RG-2200,SL,15,1,1,0,
688497,TB-2300,MW-2550,SR,7,1,1,0,
688498,TB-2300,BL-0100,DR,31,1,1,0,
688500,TB-2300,RG-2200,DL,0,0,0,0,MG-1800
688501,TB-2300,RG-2200,DL,0,0,0,0,
688504,ZM-0150,HD-0300,SR,5,1,1,0,
688505,ZM-0150,DG-2650,SR,12,1,1,0,
688506,ZM-0150,DG-2650,SM,15,1,1,0,
688507,ZM-0150,AF-0200,SM,0,0,0,0,TW-3250
688508,ZM-0150,DG-2650,DL,0,0,0,0,
688509,ZM-0150,DW-0500,SR,0,0,0,0,
688515,ZM-0150,BS-0650,SR,1,1,0,0,
688516,ZM-0150,BS-0650,SR,15,1,1,0,
688517,ZM-0150,BS-0650,SR,7,1,1,0,
688520,KC-2350,JR-1150,SL,7,1,1,0,
688523,KC-2350,DJ-0200,DR,28,1,1,0,
688524,KC-2350,DY-0200,SL,6,1,1,0,
688525,KC-2350,RG-1650,SR,13,1,1,0,
688527,KC-2350,JR-1150,SR,16,1,1,0,
688528,KC-2350,JR-1150,SR,3,1,1,0,
688533,TT-0500,RW-4050,SR,4,1,0,0,
688537,TT-0500,RW-4050,SM,15,1,1,0,
688542,TT-0500,SW-0450,DR,0,0,0,0,
688544,KC-2350,DJ-0200,SR,7,1,1,0,
688546,KC-2350,JR-1150,SR,6,1,1,0,
688548,KC-2350,DJ-0200,SL,8,1,1,0,
688550,KC-2350,RG-1650,SM,0,0,0,0,
688552,KC-2350,DJ-0200,DL,27,1,1,0,
688554,KC-2350,MJ-2275,SL,0,0,0,0,
688562,KC-2350,JR-1150,DL,24,1,1,0,
688564,KC-2350,PG-0100,SL,0,0,0,0,ML-0500
688565,KC-2350,PG-0100,SR,11,1,1,0,
688566,KC-2350,JR-1150,DM,18,1,1,0,
688569,TT-0500,SW-0450,SL,0,0,0,0,
688575,TT-0500,RW-4050,DR,0,0,0,0,
688576,TT-0500,CH-3350,SR,0,0,0,0,
688577,TT-0500,SW-0450,SL,8,1,1,0,
688586,TT-0500,SW-0450,SL,0,0,0,0,
688590,KC-2350,MJ-2275,SM,8,1,1,0,
688594,TT-0500,LM-1000,SM,8,1,1,0,
688598,TT-0500,SW-0450,DR,26,1,1,0,
688601,TT-0500,RW-4050,SR,0,0,0,0,
688605,KC-2350,DJ-0200,DL,77,1,1,0,
688609,TT-0500,MG-0650,SR,2,1,1,0,
688610,TT-0500,SW-0450,SL,9,1,1,0,
688611,TT-0500,CH-3350,DM,0,0,0,0,
688615,KC-2350,DJ-0200,SR,6,1,1,0,
688617,KC-2350,JC-5680,SR,0,1,0,0,
688618,KC-2350,DJ-0200,SR,0,0,0,0,ML-0500
688619,KC-2350,MJ-2275,SR,0,0,0,0,
688621,TT-0500,NO-0150,SR,37,1,1,0,
688622,TT-0500,SW-0450,DR,48,1,1,0,
688625,KC-2350,DJ-0200,DR,0,0,0,0,
688626,KC-2350,JC-5680,SL,9,1,1,0,
688629,KC-2350,JR-1150,SM,10,1,0,0,
688631,KC-2350,PG-0100,DM,18,1,1,0,
688634,KC-2350,JC-5680,SR,12,1,1,0,
688638,KC-2350,PG-0100,SL,5,1,1,0,
688641,TT-0500,CG-1650,SR,16,1,1,0,
688642,TT-0500,RW-4050,DR,17,1,1,0,
688643,TT-0500,SW-0450,SL,0,0,0,0,QD-0400
688645,TT-0500,MG-0650,SR,0,1,0,0,
688646,TT-0500,CH-3350,SM,13,1,0,0,
688647,TT-0500,SW-0450,SM,0,0,0,0,
688653,TT-0500,KW-1150,SR,0,0,0,0,
688660,TT-0500,RW-4050,SR,8,1,1,0,
688663,TT-0500,ME-0100,DR,0,0,0,0,DH-0700
688666,TT-0500,AD-1300,SM,4,1,1,0,
688667,TT-0500,SW-0450,DL,20,1,1,0,
688674,AS-1600,TK-0150,SM,7,1,1,0,
688675,AS-1600,TK-0150,SR,4,1,1,0,
688682,AS-1600,AW-1650,SM,7,1,1,0,
688686,JC-3100,KA-0400,SL,8,1,1,0,
688688,JC-3100,KA-0400,DR,30,1,1,0,
688689,JC-3100,JA-1025,SR,0,0,0,0,
688691,JC-3100,KJ-1400,SL,1,1,1,0,
688694,AS-1600,TK-0150,SL,0,0,0,0,
688697,AS-1600,TK-0150,SM,5,1,0,0,
688701,JC-3100,KA-0400,DL,19,1,1,0,
688702,JC-3100,KJ-1400,SR,0,0,0,0,DS-3162
688709,JC-3100,KA-0400,SL,0,0,0,0,
688712,AS-1600,JM-0200,SR,4,1,1,0,
688713,AS-1600,JM-0200,SM,13,1,1,0,
688716,JC-3100,KA-0400,SR,2,1,0,0,
688717,JC-3100,TW-1350,SL,3,1,0,0,
688722,JC-3100,KA-0400,SL,10,1,1,0,
688725,JC-3100,MW-2450,SL,4,1,0,0,
688726,JC-3100,DB-4387,SR,0,0,0,0,MP-0950
688729,AS-1600,JM-0200,SL,6,1,0,0,
688730,AS-1600,TK-0150,SR,21,1,1,0,
688731,AS-1600,JM-0200,SM,0,0,0,0,
688732,AS-1600,JM-0200,SL,-2,1,0,0,
688733,AS-1600,AW-1650,SL,11,1,0,0,
688739,AS-1600,JM-0200,SM,13,1,1,0,
688740,AS-1600,AW-1650,SL,2,1,0,0,
688744,AS-1600,JM-0200,SL,0,0,0,0,
688748,JC-3100,TM-0225,SM,2,1,0,0,
688750,JC-3100,JB-8550,SR,0,0,0,0,
688751,JC-3100,KA-0400,SL,0,0,0,0,
688752,JC-3100,KA-0400,DL,48,1,1,0,
688755,JC-3100,KA-0400,SR,2,1,0,0,
688756,JC-3100,CG-1060,SR,0,0,0,0,MP-0950
688759,AS-1600,CW-1450,SL,-3,1,0,0,
688761,AS-1600,JM-0200,SR,9,1,0,0,
688765,JC-3100,KJ-1400,SR,4,1,1,0,
688767,JC-3100,JB-8550,SL,12,1,1,0,
688769,JC-3100,TW-1350,SM,8,1,1,0,
688771,JC-3100,CM-0850,SL,6,1,0,0,
688772,JC-3100,DB-4387,DR,0,0,0,0,
688776,AS-1600,JA-2900,SM,6,1,1,0,
688779,AS-1600,JA-2900,SL,6,1,0,0,
688781,JC-3100,JB-8550,DR,41,1,1,0,
688782,JC-3100,CM-0850,DR,0,0,0,0,
688783,JC-3100,JB-8550,SL,0,0,0,0,TH-0200
688784,JC-3100,KJ-1400,SR,0,1,0,0,
688788,AS-1600,AW-1650,SL,7,1,1,0,
688790,AS-1600,JM-0200,SR,0,0,0,0,SW-2300
688791,AS-1600,CW-1450,SL,12,1,1,0,
688792,AS-1600,TK-0150,DM,29,1,1,0,
688794,AS-1600,JM-0200,SL,7,1,1,0,
688795,AS-1600,TK-0150,SR,7,1,1,0,
688803,JC-3100,JB-8550,SR,7,1,1,0,
688804,JC-3100,KA-0400,SL,9,1,1,0,
688806,JC-3100,CG-1060,DL,17,1,1,0,
688807,JC-3100,MW-2450,SR,13,1,1,0,
688808,JC-3100,DB-4387,SR,0,0,0,0,
688811,JC-3100,MW-2450,SL,5,1,1,0,
688812,JC-3100,MW-2450,DL,0,0,0,0,
688813,JC-3100,KA-0400,SL,0,0,0,0,SS-1700
688814,JC-3100,MW-2450,SM,6,1,1,0,
688815,JC-3100,KJ-1400,SM,11,1,1,0,
688816,JC-3100,CM-0850,DR,0,0,0,0,
688817,JC-3100,KJ-1400,SM,10,1,1,0,
688818,JC-3100,CG-1060,SL,0,0,0,0,SS-1700
688819,JC-3100,CG-1060,DR,0,0,0,0,
688824,JC-3100,KA-0400,DL,0,0,0,0,JF-2050
688825,JC-3100,MW-2450,SR,3,1,0,0,
688826,JC-3100,CM-0850,DL,0,0,0,0,
688827,JC-3100,CG-1060,SL,0,0,0,0,JF-2050
688831,JM-0850,DJ-1850,SR,4,1,1,0,
688833,JM-0850,TG-0025,SL,14,1,1,0,
688834,JM-0850,TP-2400,SM,0,0,0,0,
688837,JM-0850,TB-1060,SL,13,1,1,0,
688838,JM-0850,TB-1060,SR,9,1,1,0,
688841,JM-0850,JD-2600,SR,0,0,0,0,KM-1050
688842,JM-0850,DJ-1850,SL,13,1,1,0,
688845,JM-0850,GB-0200,SL,7,1,1,0,
688851,RW-3850,JK-0250,SL,12,1,1,0,
688852,RW-3850,CH-2350,SR,5,1,1,0,
688855,RW-3850,TL-1025,SR,4,1,1,0,
688858,RW-3850,DB-0500,SR,0,0,0,0,
688862,RW-3850,CH-2350,SL,0,0,0,0,
688863,RW-3850,DB-0500,SL,3,1,1,0,
688867,JM-0850,TB-1060,SR,4,1,0,0,
688868,JM-0850,DJ-1850,SR,-3,1,0,0,
688870,RW-3850,TL-1025,DM,0,0,0,0,CG-0150
688871,RW-3850,DB-0500,SL,9,1,1,0,
688874,RW-3850,TL-1025,SL,8,1,1,0,
688877,RW-3850,DB-0500,SR,6,1,1,0,
688881,JM-0850,DJ-1850,SL,22,1,1,0,
688883,JM-0850,JD-2600,SR,0,0,0,0,
688886,JM-0850,TB-1060,SR,0,0,0,0,RS-1000
688887,JM-0850,TP-2400,SR,0,0,0,0,
688893,RW-3850,JK-0250,DL,22,1,1,0,
688894,RW-3850,TL-1025,DR,0,0,0,0,
688896,RW-3850,JK-0250,SM,13,1,1,0,
688900,RW-3850,JK-0250,SL,0,0,0,0,
688904,JM-0850,DJ-1850,SL,3,1,0,0,
688905,JM-0850,TB-1060,DL,0,0,0,0,JL-0230
688907,JM-0850,TG-0025,SL,0,0,0,0,
688909,RW-3850,JK-0250,SL,5,1,1,0,
688910,RW-3850,LW-1450,SL,11,1,1,0,
688911,RW-3850,JK-0250,DL,39,1,1,0,
688916,RW-3850,JK-0250,SL,7,1,1,0,
688918,RW-3850,LW-1450,SM,6,1,0,0,
688919,RW-3850,,NL,0,0,0,0,
688921,JM-0850,GB-0200,SL,0,0,0,0,
688924,JM-0850,IC-0300,SL,1,1,0,0,
688925,JM-0850,GB-0200,SL,10,1,1,0,
688927,JM-0850,MM-4500,SR,0,0,0,0,
688928,JM-0850,GB-0200,SL,12,1,1,0,
688929,JM-0850,JD-2600,SR,0,0,0,0,
688931,JM-0850,,NL,0,0,0,0,
688935,RW-3850,FJ-0100,SL,7,1,1,0,
688938,RW-3850,JK-0250,SR,12,1,1,0,
688940,RW-3850,DB-0500,SR,27,1,1,0,
688943,RW-3850,TL-1025,DL,27,1,1,0,
688946,JM-0850,MM-4500,SM,20,1,1,0,
688947,JM-0850,IC-0300,SR,6,1,1,0,
688949,JM-0850,TG-0025,SL,4,1,1,0,
688953,JM-0850,IC-0300,SM,0,1,0,0,
688957,RW-3850,TL-1025,SL,8,1,1,0,
688959,RW-3850,BB-3350,SM,0,0,0,0,
688961,RW-3850,FJ-0100,SR,10,1,1,0,
688963,RW-3850,FJ-0100,DL,0,0,0,0,
688964,RW-3850,TL-1025,SL,8,1,1,0,
688969,RW-3850,DB-0500,SM,0,0,0,0,TW-2700
688972,JM-0850,DB-3200,SM,7,1,1,0,
688973,JM-0850,DB-3200,SR,15,1,1,0,
688975,JM-0850,TG-0025,DM,0,0,0,0,
688976,JM-0850,DB-3200,DL,0,0,0,0,
688984,AR-1300,RC-1500,SR,-1,1,0,0,
688987,DC-0725,AC-2350,SR,2,1,1,0,
688991,DC-0725,MR-0970,DL,0,0,0,0,
688993,DC-0725,CW-0225,SR,0,0,0,0,
688995,AR-1300,JJ-4200,DR,0,0,0,0,
688996,AR-1300,RC-1500,SL,2,1,0,0,
689001,DC-0725,CW-0225,DM,0,0,0,0,
689002,AR-1300,JA-0050,SR,5,1,1,0,
689003,AR-1300,DA-0212,SR,7,1,1,0,
689004,AR-1300,JJ-0775,SL,0,0,0,0,
689008,DC-0725,SR-0750,SR,0,0,0,0,
689011,DC-0725,CW-0225,SR,0,0,0,0,MH-4000
689013,DC-0725,MC-2900,SR,6,1,1,0,
689014,DC-0725,AC-2350,SM,26,1,1,0,
689016,DC-0725,AH-3600,SR,11,1,1,0,
689021,DC-0725,MC-2900,SR,0,0,0,0,QR-0100
689028,AR-1300,DA-0212,DL,0,0,0,0,
689032,DC-0725,MC-2900,SL,5,1,1,0,
689035,DC-0725,MC-2900,SR,23,1,1,0,
689036,DC-0725,CW-0225,SR,0,0,0,0,
689038,DC-0725,AH-3600,SR,0,0,0,0,
689041,AR-1300,DA-0212,SM,6,1,1,0,
689042,AR-1300,JJ-4200,SL,7,1,1,0,
689043,AR-1300,,NL,0,0,0,0,
689045,AR-1300,RR-1050,SL,7,1,0,0,
689047,DC-0725,MR-0970,DR,0,0,0,0,
689049,DC-0725,MR-0970,SL,5,1,0,0,
689052,AR-1300,JJ-4200,DR,0,0,0,0,DA-0950
689056,AR-1300,RR-1050,SM,0,0,0,0,
689057,AR-1300,RC-1500,SM,23,1,1,0,
689058,AR-1300,JS-6200,SL,5,1,1,0,
689059,AR-1300,RR-1050,SM,0,0,0,0,
689060,AR-1300,JP-2050,SL,5,1,1,0,
689061,AR-1300,DA-0212,SR,8,1,1,0,
689063,DC-0725,MR-0500,SM,29,1,1,0,
689064,DC-0725,MR-0970,SL,14,1,1,0,
689066,DC-0725,AC-2350,DR,19,1,1,0,
689069,AR-1300,JJ-4200,DL,0,0,0,0,
689070,AR-1300,DA-0212,SR,8,1,1,0,
689074,DC-0725,CW-0225,SR,4,1,0,0,
689080,AR-1300,DA-0212,SL,0,0,0,0,
689082,AR-1300,JJ-0775,SR,0,0,0,0,
689085,DC-0725,LM-1850,SR,0,0,0,0,
689086,DC-0725,AC-2350,DR,41,1,1,0,
689087,DC-0725,AH-3600,DM,0,0,0,0,MB-5100
689088,DC-0725,AH-3600,DL,0,0,0,0,
689089,DC-0725,MR-0500,SL,9,1,0,0,
689092,DC-0725,AC-2350,DR,26,1,1,0,
689095,AR-1300,JA-0050,SM,15,1,1,0,
689096,AR-1300,JJ-4200,SR,8,1,1,0,
689097,AR-1300,JJ-4200,DR,30,1,1,0,
689100,DC-0725,AC-2350,SR,6,1,1,0,
689103,DC-0725,CW-0225,DL,0,0,0,0,
689104,DC-0725,MR-0970,SR,0,0,0,0,
689105,DC-0725,AC-2350,DM,0,0,0,0,
689108,AR-1300,RC-1500,SM,0,0,0,0,
689109,AR-1300,JA-0050,SR,13,1,1,0,
689111,AR-1300,JJ-4200,SL,9,1,1,0,
689112,AR-1300,RC-1500,SM,-3,1,0,0,
689113,AR-1300,JJ-4200,SL,14,1,1,0,
689117,AR-1300,JJ-4200,SL,14,1,1,0,
689119,AR-1300,DA-0212,SR,3,1,0,0,
689120,AR-1300,RC-1500,SL,19,1,1,0,
689122,AR-1300,DA-0212,SR,0,0,0,0,
689124,AR-1300,RR-1050,SM,0,0,0,0,
689126,AR-1300,RC-1500,SL,0,0,0,0,
689130,DC-0725,CW-0225,SM,6,1,1,0,
689133,DC-0725,MC-2900,SR,0,0,0,0,
689139,AR-1300,JJ-0775,SM,0,0,0,0,DA-0950
689141,AR-1300,JK-2200,SM,0,0,0,0,
689144,DC-0725,LM-1850,SL,2,1,0,0,
689145,DC-0725,AH-3600,SL,0,0,0,0,CH-2250
689147,DC-0725,MC-2900,DR,0,0,0,0,QR-0100
689149,AR-1300,JJ-0775,SR,0,0,0,0,
689150,DC-0725,MC-2900,SR,0,0,0,0,
689151,DC-0725,MC-2900,DR,18,1,1,0,
689152,DC-0725,AC-2350,SL,0,0,0,0,
689153,DC-0725,AH-3600,DL,0,0,0,0,
689154,DC-0725,MC-2900,SL,11,1,1,0,
689155,DC-0725,AC-2350,DM,0,0,0,0,MB-5100
689156,DC-0725,AH-3600,SL,6,1,1,0,
